Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	478.0	301.5	MAP
Block1	468.0	421.5	MAP
Block1	372.0	622.5	MAP
Block1	691.0	300.5	MAP
Block1	379.0	324.5	MAP
Block1	356.0	594.5	MAP
Block1	723.0	336.5	MAP
Block1	706.0	322.5	MAP
Block1	351.0	611.5	MAP
Block1	337.0	626.5	MAP
Block1	333.0	626.5	MAP
Block1	358.0	615.5	MAP
Block1	474.0	556.5	MAP
Block1	553.0	480.5	MAP
Block1	556.0	592.5	MAP
Block1	650.0	360.5	MAP
Block1	598.0	415.5	MAP
Block1	595.0	542.5	MAP
Block1	622.0	380.5	MAP
Block1	578.0	421.5	MAP
Block1	575.0	511.5	MAP
Block1	588.0	567.5	MAP
Block1	603.0	406.5	MAP
Block1	713.0	383.5	MAP
Block1	704.0	336.5	MAP
Block1	673.0	376.5	MAP
Block1	501.0	363.5	MAP
Block1	651.0	402.5	MAP
Block1	735.0	344.5	MAP
Block1	644.0	434.5	MAP
Block1	745.0	343.5	MAP
Block1	640.0	433.5	MAP
Block1	263.0	279.5	MAP
Block1	693.0	390.5	MAP
Block1	657.0	433.5	MAP
Block1	694.0	408.5	MAP
Block1	740.0	373.5	MAP
Block1	722.0	397.5	MAP
Block1	706.0	406.5	MAP
Block1	713.0	352.5	MAP
Block1	728.0	345.5	MAP
Block1	560.0	398.5	MAP
Block1	733.0	326.5	MAP
Block1	710.0	314.5	MAP
Block1	441.0	316.5	MAP
Block1	683.0	344.5	MAP
Block1	640.0	611.5	MAP
Block1	688.0	341.5	MAP
Block1	703.0	345.5	MAP
Block1	644.0	410.5	MAP
Block1	585.0	522.5	MAP
Block1	657.0	354.5	MAP
Block1	588.0	423.5	MAP
Block1	626.0	540.5	MAP
Block1	623.0	586.5	MAP
Block1	615.0	432.5	MAP
Block1	545.0	356.5	MAP
Block1	607.0	594.5	MAP
Block1	602.0	615.5	MAP
Block1	381.0	359.5	MAP
Block1	562.0	572.5	MAP
Block1	623.0	643.5	MAP
Block1	608.0	661.5	MAP
Block1	545.0	568.5	MAP
Block1	392.0	392.5	MAP
Block1	564.0	437.5	MAP
Block1	600.0	579.5	MAP
Block1	581.0	641.5	MAP
Block1	485.0	597.5	MAP
Block1	557.0	470.5	MAP
Block1	468.0	382.5	MAP
Block1	581.0	435.5	MAP
Block1	604.0	587.5	MAP
Block1	559.0	455.5	MAP
Block1	474.0	386.5	MAP
Block1	528.0	567.5	MAP
Block1	573.0	640.5	MAP
Block1	401.0	351.5	MAP
Block1	423.0	425.5	MAP
Block1	456.0	525.5	MAP
Block1	571.0	623.5	MAP
Block1	601.0	665.5	MAP
Block1	543.0	355.5	MAP
Block1	438.0	308.5	MAP
Block1	408.0	331.5	MAP
Block1	388.0	666.5	MAP
Block1	422.0	652.5	MAP
Block1	399.0	383.5	MAP
Block1	486.0	319.5	MAP
Block1	406.0	368.5	MAP
Block1	432.0	415.5	MAP
Block1	438.0	376.5	MAP
Block1	449.0	412.5	MAP
Block1	321.0	538.5	MAP
Block1	338.0	607.5	MAP
Block1	414.0	352.5	MAP
Block1	344.0	592.5	MAP
Block1	379.0	452.5	MAP
Block1	369.0	552.5	MAP
Block1	455.0	418.5	MAP
Block1	371.0	575.5	MAP
Block1	369.0	610.5	MAP
Block2	390.0	466.5	MAP
Block2	322.0	572.5	MAP
Block2	749.0	339.5	MAP
Block2	717.0	319.5	MAP
Block2	340.0	594.5	MAP
Block2	683.0	325.5	MAP
Block2	392.0	562.5	MAP
Block2	365.0	593.5	MAP
Block2	630.0	369.5	MAP
Block2	470.0	412.5	MAP
Block2	492.0	359.5	MAP
Block2	659.0	352.5	MAP
Block2	527.0	475.5	MAP
Block2	467.0	574.5	MAP
Block2	384.0	597.5	MAP
Block2	357.0	605.5	MAP
Block2	523.0	574.5	MAP
Block2	585.0	562.5	MAP
Block2	646.0	375.5	MAP
Block2	545.0	570.5	MAP
Block2	603.0	558.5	MAP
Block2	615.0	596.5	MAP
Block2	625.0	425.5	MAP
Block2	574.0	540.5	MAP
Block2	650.0	372.5	MAP
Block2	615.0	373.5	MAP
Block2	604.0	500.5	MAP
Block2	621.0	382.5	MAP
Block2	689.0	324.5	MAP
Block2	717.0	330.5	MAP
Block2	549.0	484.5	MAP
Block2	576.0	255.5	MAP
Block2	673.0	351.5	MAP
Block2	706.0	324.5	MAP
Block2	637.0	561.5	MAP
Block2	633.0	637.5	MAP
Block2	691.0	343.5	MAP
Block2	670.0	352.5	MAP
Block2	705.0	334.5	MAP
Block2	638.0	401.5	MAP
Block2	667.0	365.5	MAP
Block2	697.0	337.5	MAP
Block2	688.0	290.5	MAP
Block2	623.0	318.5	MAP
Block2	650.0	278.5	MAP
Block2	683.0	315.5	MAP
Block2	710.0	319.5	MAP
Block2	640.0	278.5	MAP
Block2	653.0	383.5	MAP
Block2	686.0	338.5	MAP
Block2	675.0	379.5	MAP
Block2	698.0	339.5	MAP
Block2	711.0	327.5	MAP
Block2	703.0	367.5	MAP
Block2	708.0	369.5	MAP
Block2	689.0	401.5	MAP
Block2	619.0	397.5	MAP
Block2	611.0	488.5	MAP
Block2	633.0	401.5	MAP
Block2	616.0	404.5	MAP
Block2	614.0	519.5	MAP
Block2	673.0	377.5	MAP
Block2	607.0	418.5	MAP
Block2	624.0	620.5	MAP
Block2	589.0	389.5	MAP
Block2	593.0	568.5	MAP
Block2	588.0	629.5	MAP
Block2	419.0	398.5	MAP
Block2	572.0	634.5	MAP
Block2	374.0	362.5	MAP
Block2	471.0	412.5	MAP
Block2	589.0	434.5	MAP
Block2	592.0	546.5	MAP
Block2	582.0	626.5	MAP
Block2	586.0	441.5	MAP
Block2	585.0	579.5	MAP
Block2	594.0	642.5	MAP
Block2	593.0	439.5	MAP
Block2	585.0	557.5	MAP
Block2	595.0	416.5	MAP
Block2	596.0	615.5	MAP
Block2	587.0	391.5	MAP
Block2	502.0	374.5	MAP
Block2	595.0	447.5	MAP
Block2	598.0	394.5	MAP
Block2	602.0	482.5	MAP
Block2	587.0	527.5	MAP
Block2	594.0	594.5	MAP
Block2	583.0	549.5	MAP
Block2	583.0	430.5	MAP
Block2	506.0	379.5	MAP
Block2	453.0	344.5	MAP
Block2	520.0	380.5	MAP
Block2	446.0	339.5	MAP
Block2	517.0	379.5	MAP
Block2	453.0	344.5	MAP
Block2	419.0	333.5	MAP
Block2	451.0	322.5	MAP
Block2	585.0	418.5	MAP
Block2	585.0	513.5	MAP
Block2	601.0	603.5	MAP
Block2	604.0	449.5	MAP
Block2	572.0	535.5	MAP
Block2	528.0	242.5	MAP
Block2	414.0	347.5	MAP
Block2	823.0	433.5	MAP
Block2	650.0	614.5	MAP
Block2	485.0	561.5	MAP
Block2	623.0	652.5	MAP
Block2	616.0	658.5	MAP
Block2	616.0	562.5	MAP
Block2	579.0	565.5	MAP
Block2	560.0	525.5	MAP
Block2	529.0	405.5	MAP
Block2	426.0	365.5	MAP
Block2	417.0	391.5	MAP
Block2	390.0	346.5	MAP
Block2	351.0	396.5	MAP
Block2	366.0	535.5	MAP
Block2	362.0	374.5	MAP
Block2	361.0	399.5	MAP
Block2	374.0	324.5	MAP
Block2	380.0	440.5	MAP
Block2	383.0	427.5	MAP
Block2	373.0	524.5	MAP
Block2	386.0	377.5	MAP
Block2	386.0	417.5	MAP
Block2	377.0	505.5	MAP
Block2	357.0	604.5	MAP
Block2	537.0	370.5	MAP
Block2	335.0	524.5	MAP
Block2	306.0	556.5	MAP
Block2	333.0	627.5	MAP
Block3	552.0	411.5	MAP
Block3	380.0	543.5	MAP
Block3	348.0	621.5	MAP
Block3	231.0	608.5	MAP
Block3	513.0	587.5	MAP
Block3	624.0	612.5	MAP
Block3	364.0	629.5	MAP
Block3	356.0	612.5	MAP
Block3	509.0	615.5	MAP
Block3	354.0	637.5	MAP
Block3	575.0	354.5	MAP
Block3	710.0	333.5	MAP
Block3	735.0	323.5	MAP
Block3	381.0	630.5	MAP
Block3	370.0	614.5	MAP
Block3	682.0	340.5	MAP
Block3	623.0	495.5	MAP
Block3	630.0	317.5	MAP
Block3	644.0	538.5	MAP
Block3	415.0	608.5	MAP
Block3	477.0	312.5	MAP
Block3	723.0	273.5	MAP
Block3	472.0	287.5	MAP
Block3	451.0	281.5	MAP
Block3	728.0	315.5	MAP
Block3	429.0	285.5	MAP
Block3	456.0	282.5	MAP
Block3	477.0	324.5	MAP
Block3	687.0	321.5	MAP
Block3	458.0	302.5	MAP
Block3	724.0	319.5	MAP
Block3	473.0	303.5	MAP
Block3	489.0	336.5	MAP
Block3	467.0	285.5	MAP
Block3	734.0	298.5	MAP
Block3	458.0	283.5	MAP
Block3	590.0	395.5	MAP
Block3	677.0	264.5	MAP
Block3	723.0	294.5	MAP
Block3	742.0	330.5	MAP
Block3	708.0	603.5	MAP
Block3	637.0	628.5	MAP
Block3	761.0	323.5	MAP
Block3	733.0	322.5	MAP
Block3	773.0	358.5	MAP
Block3	741.0	550.5	MAP
Block3	474.0	381.5	MAP
Block3	733.0	574.5	MAP
Block3	641.0	620.5	MAP
Block3	731.0	596.5	MAP
Block3	636.0	630.5	MAP
Block3	428.0	329.5	MAP
Block3	629.0	630.5	MAP
Block3	597.0	608.5	MAP
Block3	589.0	663.5	MAP
Block3	451.0	664.5	MAP
Block3	479.0	570.5	MAP
Block3	426.0	365.5	MAP
Block3	576.0	541.5	MAP
Block3	574.0	372.5	MAP
Block3	412.0	353.5	MAP
Block3	493.0	563.5	MAP
Block3	561.0	603.5	MAP
