Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	562.0	424.5	MAP
Block1	434.0	583.5	MAP
Block1	366.0	621.5	MAP
Block1	377.0	629.5	MAP
Block1	598.0	424.5	MAP
Block1	421.0	556.5	MAP
Block1	733.0	401.5	MAP
Block1	500.0	594.5	MAP
Block1	379.0	623.5	MAP
Block1	379.0	613.5	MAP
Block1	731.0	318.5	MAP
Block1	724.0	382.5	MAP
Block1	378.0	654.5	MAP
Block1	380.0	622.5	MAP
Block1	481.0	510.5	MAP
Block1	457.0	576.5	MAP
Block1	385.0	597.5	MAP
Block1	529.0	283.5	MAP
Block1	709.0	324.5	MAP
Block1	596.0	308.5	MAP
Block1	689.0	336.5	MAP
Block1	446.0	533.5	MAP
Block1	363.0	578.5	MAP
Block1	350.0	587.5	MAP
Block1	371.0	581.5	MAP
Block1	481.0	581.5	MAP
Block1	618.0	392.5	MAP
Block1	672.0	355.5	MAP
Block1	542.0	578.5	MAP
Block1	374.0	582.5	MAP
Block1	509.0	603.5	MAP
Block1	511.0	589.5	MAP
Block1	525.0	589.5	MAP
Block1	560.0	455.5	MAP
Block1	645.0	347.5	MAP
Block1	542.0	409.5	MAP
Block1	535.0	568.5	MAP
Block1	423.0	358.5	MAP
Block1	589.0	379.5	MAP
Block1	668.0	375.5	MAP
Block1	572.0	339.5	MAP
Block1	630.0	338.5	MAP
Block1	670.0	370.5	MAP
Block1	647.0	398.5	MAP
Block1	600.0	425.5	MAP
Block1	628.0	325.5	MAP
Block1	665.0	338.5	MAP
Block1	442.0	396.5	MAP
Block1	648.0	359.5	MAP
Block1	674.0	274.5	MAP
Block1	583.0	574.5	MAP
Block1	705.0	297.5	MAP
Block1	704.0	281.5	MAP
Block1	585.0	577.5	MAP
Block1	633.0	405.5	MAP
Block1	677.0	301.5	MAP
Block1	663.0	337.5	MAP
Block1	679.0	279.5	MAP
Block1	575.0	253.5	MAP
Block1	527.0	314.5	MAP
Block1	631.0	388.5	MAP
Block1	719.0	348.5	MAP
Block1	622.0	545.5	MAP
Block1	644.0	563.5	MAP
Block1	614.0	397.5	MAP
Block1	647.0	348.5	MAP
Block1	653.0	442.5	MAP
Block1	662.0	579.5	MAP
Block1	644.0	548.5	MAP
Block1	596.0	281.5	MAP
Block1	530.0	565.5	MAP
Block1	397.0	295.5	MAP
Block1	540.0	598.5	MAP
Block1	564.0	613.5	MAP
Block1	487.0	504.5	MAP
Block1	556.0	593.5	MAP
Block1	516.0	520.5	MAP
Block1	372.0	346.5	MAP
Block1	350.0	314.5	MAP
Block1	557.0	562.5	MAP
Block1	565.0	596.5	MAP
Block1	552.0	599.5	MAP
Block1	565.0	618.5	MAP
Block1	576.0	585.5	MAP
Block1	583.0	607.5	MAP
Block1	571.0	613.5	MAP
Block1	417.0	370.5	MAP
Block1	610.0	442.5	MAP
Block1	448.0	304.5	MAP
Block1	645.0	607.5	MAP
Block1	676.0	640.5	MAP
