Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	517.0	383.5	MAP
Block1	362.0	634.5	MAP
Block1	357.0	652.5	MAP
Block1	407.0	424.5	MAP
Block1	586.0	478.5	MAP
Block1	406.0	625.5	MAP
Block1	615.0	427.5	MAP
Block1	388.0	623.5	MAP
Block1	377.0	635.5	MAP
Block1	372.0	657.5	MAP
Block1	480.0	533.5	MAP
Block1	343.0	657.5	MAP
Block1	381.0	646.5	MAP
Block1	716.0	388.5	MAP
Block1	478.0	543.5	MAP
Block1	533.0	613.5	MAP
Block1	621.0	549.5	MAP
Block1	617.0	493.5	MAP
Block1	698.0	405.5	MAP
Block1	726.0	384.5	MAP
Block1	544.0	593.5	MAP
Block1	567.0	498.5	MAP
Block1	542.0	626.5	MAP
Block1	625.0	528.5	MAP
Block1	694.0	387.5	MAP
Block1	604.0	538.5	MAP
Block1	676.0	359.5	MAP
Block1	703.0	365.5	MAP
Block1	603.0	451.5	MAP
Block1	605.0	476.5	MAP
Block1	525.0	440.5	MAP
Block1	706.0	409.5	MAP
Block1	646.0	605.5	MAP
Block1	691.0	369.5	MAP
Block1	690.0	454.5	MAP
Block1	658.0	446.5	MAP
Block1	727.0	433.5	MAP
Block1	703.0	462.5	MAP
Block1	734.0	423.5	MAP
Block1	755.0	520.5	MAP
Block1	742.0	486.5	MAP
Block1	647.0	641.5	MAP
Block1	565.0	387.5	MAP
Block1	402.0	426.5	MAP
Block1	594.0	647.5	MAP
Block1	509.0	449.5	MAP
Block1	543.0	560.5	MAP
Block1	557.0	591.5	MAP
Block1	444.0	419.5	MAP
Block1	560.0	493.5	MAP
Block1	459.0	434.5	MAP
Block1	424.0	388.5	MAP
Block1	590.0	440.5	MAP
Block1	619.0	470.5	MAP
Block1	552.0	552.5	MAP
Block1	602.0	639.5	MAP
Block1	535.0	604.5	MAP
Block1	471.0	503.5	MAP
Block1	450.0	419.5	MAP
Block1	402.0	404.5	MAP
Block1	527.0	392.5	MAP
Block1	438.0	521.5	MAP
Block1	395.0	438.5	MAP
Block1	399.0	382.5	MAP
Block1	486.0	319.5	MAP
Block1	460.0	432.5	MAP
Block1	395.0	598.5	MAP
Block1	392.0	379.5	MAP
Block1	400.0	504.5	MAP
Block1	401.0	412.5	MAP
Block1	717.0	478.5	MAP
Block1	401.0	425.5	MAP
Block1	364.0	562.5	MAP
Block1	363.0	463.5	MAP
Block1	623.0	460.5	MAP
Block1	407.0	634.5	MAP
Block1	377.0	600.5	MAP
Block2	460.0	406.5	MAP
Block2	432.0	528.5	MAP
Block2	378.0	623.5	MAP
Block2	713.0	387.5	MAP
Block2	474.0	570.5	MAP
Block2	567.0	480.5	MAP
Block2	431.0	582.5	MAP
Block2	349.0	449.5	MAP
Block2	416.0	432.5	MAP
Block3	507.0	395.5	MAP
Block3	390.0	531.5	MAP
Block3	361.0	614.5	MAP
Block3	322.0	368.5	MAP
Block3	393.0	355.5	MAP
Block3	605.0	461.5	MAP
Block3	439.0	601.5	MAP
Block3	376.0	601.5	MAP
Block3	371.0	399.5	MAP
Block3	391.0	382.5	MAP
Block3	602.0	575.5	MAP
Block3	546.0	617.5	MAP
Block3	631.0	642.5	MAP
Block3	616.0	649.5	MAP
Block3	661.0	390.5	MAP
Block3	669.0	375.5	MAP
Block3	733.0	368.5	MAP
Block3	726.0	366.5	MAP
Block3	616.0	608.5	MAP
Block3	474.0	383.5	MAP
Block3	403.0	409.5	MAP
