Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	578.0	489.5	MAP
Block1	386.0	639.5	MAP
Block1	369.0	666.5	MAP
Block1	359.0	563.5	MAP
Block1	381.0	451.5	MAP
Block1	330.0	507.5	MAP
Block1	426.0	529.5	MAP
Block1	489.0	528.5	MAP
Block1	480.0	648.5	MAP
Block1	687.0	500.5	MAP
Block1	638.0	539.5	MAP
Block1	653.0	570.5	MAP
Block1	687.0	533.5	MAP
Block1	647.0	539.5	MAP
Block1	734.0	536.5	MAP
Block1	742.0	475.5	MAP
Block1	747.0	466.5	MAP
Block1	751.0	482.5	MAP
Block1	544.0	502.5	MAP
Block1	686.0	603.5	MAP
Block1	724.0	562.5	MAP
Block1	734.0	492.5	MAP
Block1	744.0	461.5	MAP
Block1	706.0	539.5	MAP
Block1	651.0	561.5	MAP
Block1	728.0	475.5	MAP
Block1	702.0	557.5	MAP
Block1	640.0	563.5	MAP
Block1	693.0	47.5	WHITESPACE
Block1	693.0	47.5	WHITESPACE
Block1	693.0	47.5	WHITESPACE
Block1	666.0	583.5	MAP
Block1	507.0	507.5	MAP
Block1	694.0	35.5	WHITESPACE
Block1	684.0	49.5	WHITESPACE
Block1	684.0	49.5	WHITESPACE
Block1	636.0	563.5	MAP
Block1	466.0	558.5	MAP
Block1	667.0	49.5	WHITESPACE
Block1	667.0	49.5	WHITESPACE
Block1	350.0	546.5	MAP
Block1	395.0	527.5	MAP
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	669.0	48.5	WHITESPACE
Block1	384.0	549.5	MAP
Block1	395.0	513.5	MAP
Block1	435.0	574.5	MAP
Block1	699.0	50.5	WHITESPACE
Block1	699.0	50.5	WHITESPACE
Block1	749.0	44.5	WHITESPACE
Block1	472.0	652.5	MAP
Block1	419.0	663.5	MAP
Block1	744.0	54.5	WHITESPACE
Block1	399.0	542.5	MAP
Block1	427.0	514.5	MAP
Block1	398.0	571.5	MAP
Block1	574.0	632.5	MAP
Block1	391.0	574.5	MAP
Block1	398.0	496.5	MAP
Block1	439.0	579.5	MAP
Block1	676.0	51.5	WHITESPACE
Block1	410.0	499.5	MAP
Block1	391.0	577.5	MAP
Block1	427.0	620.5	MAP
Block1	728.0	45.5	WHITESPACE
Block1	422.0	575.5	MAP
Block1	435.0	598.5	MAP
Block1	674.0	52.5	WHITESPACE
Block1	674.0	52.5	WHITESPACE
Block1	674.0	52.5	WHITESPACE
Block1	402.0	541.5	MAP
Block1	403.0	532.5	MAP
Block1	704.0	56.5	WHITESPACE
Block1	362.0	687.5	MAP
Block1	703.0	48.5	WHITESPACE
Block1	357.0	676.5	MAP
Block2	726.0	45.5	WHITESPACE
Block2	726.0	45.5	WHITESPACE
Block2	653.0	625.5	MAP
Block2	466.0	644.5	MAP
Block2	406.0	643.5	MAP
Block2	420.0	532.5	MAP
Block2	366.0	486.5	MAP
Block2	266.0	457.5	MAP
Block2	293.0	680.5	MAP
Block2	268.0	632.5	MAP
Block2	755.0	518.5	MAP
Block2	704.0	36.5	WHITESPACE
Block2	704.0	36.5	WHITESPACE
Block2	704.0	36.5	WHITESPACE
Block2	697.0	49.5	WHITESPACE
Block2	770.0	56.5	WHITESPACE
Block2	770.0	56.5	WHITESPACE
Block2	770.0	56.5	WHITESPACE
Block2	312.0	652.5	MAP
Block2	266.0	671.5	MAP
Block2	437.0	589.5	MAP
Block2	528.0	581.5	MAP
Block2	527.0	589.5	MAP
Block2	523.0	582.5	MAP
Block2	568.0	567.5	MAP
Block2	568.0	579.5	MAP
Block2	571.0	575.5	MAP
Block2	568.0	558.5	MAP
Block2	444.0	606.5	MAP
Block2	400.0	582.5	MAP
Block2	403.0	519.5	MAP
Block2	726.0	507.5	MAP
Block2	754.0	500.5	MAP
Block2	755.0	498.5	MAP
Block2	755.0	499.5	MAP
Block2	755.0	509.5	MAP
Block2	748.0	38.5	WHITESPACE
Block2	660.0	45.5	WHITESPACE
Block2	677.0	45.5	WHITESPACE
Block2	325.0	478.5	MAP
Block2	246.0	396.5	MAP
Block2	229.0	352.5	MAP
Block2	359.0	492.5	MAP
Block2	239.0	482.5	MAP
Block2	242.0	683.5	MAP
Block2	241.0	684.5	MAP
Block2	556.0	690.5	MAP
Block2	644.0	664.5	MAP
Block2	641.0	666.5	MAP
Block2	515.0	491.5	MAP
Block2	522.0	520.5	MAP
Block2	747.0	518.5	MAP
Block2	680.0	37.5	WHITESPACE
Block2	680.0	37.5	WHITESPACE
Block2	680.0	37.5	WHITESPACE
Block2	680.0	37.5	WHITESPACE
Block2	738.0	45.5	WHITESPACE
Block2	738.0	45.5	WHITESPACE
Block2	680.0	37.5	WHITESPACE
Block2	774.0	521.5	MAP
Block2	694.0	610.5	MAP
Block2	738.0	45.5	WHITESPACE
Block2	752.0	531.5	MAP
Block2	751.0	496.5	MAP
Block2	597.0	557.5	MAP
Block2	574.0	608.5	MAP
Block2	758.0	561.5	MAP
Block2	756.0	503.5	MAP
Block2	813.0	529.5	MAP
Block2	843.0	543.5	MAP
Block2	669.0	51.5	WHITESPACE
Block2	669.0	51.5	WHITESPACE
Block2	669.0	51.5	WHITESPACE
Block2	669.0	51.5	WHITESPACE
Block2	669.0	51.5	WHITESPACE
Block2	780.0	527.5	MAP
Block2	754.0	517.5	MAP
Block2	839.0	525.5	MAP
Block2	672.0	604.5	MAP
Block2	754.0	52.5	WHITESPACE
Block2	754.0	52.5	WHITESPACE
Block2	754.0	52.5	WHITESPACE
Block2	681.0	44.5	WHITESPACE
Block2	681.0	44.5	WHITESPACE
Block2	681.0	44.5	WHITESPACE
Block2	681.0	44.5	WHITESPACE
Block2	681.0	44.5	WHITESPACE
Block2	406.0	615.5	MAP
Block2	376.0	512.5	MAP
Block2	257.0	484.5	MAP
Block2	395.0	324.5	MAP
Block2	640.0	454.5	MAP
Block2	475.0	561.5	MAP
Block2	699.0	532.5	MAP
Block2	740.0	447.5	MAP
Block2	748.0	456.5	MAP
Block2	665.0	57.5	WHITESPACE
Block2	665.0	57.5	WHITESPACE
Block2	665.0	57.5	WHITESPACE
Block2	670.0	550.5	MAP
Block2	640.0	54.5	WHITESPACE
Block2	640.0	54.5	WHITESPACE
Block2	481.0	690.5	MAP
Block2	409.0	619.5	MAP
Block2	422.0	546.5	MAP
Block2	424.0	509.5	MAP
Block2	590.0	550.5	MAP
Block2	662.0	520.5	MAP
Block2	662.0	507.5	MAP
Block2	681.0	41.5	WHITESPACE
Block2	517.0	536.5	MAP
Block2	485.0	541.5	MAP
Block2	464.0	550.5	MAP
Block2	474.0	546.5	MAP
Block2	547.0	533.5	MAP
Block2	679.0	45.5	WHITESPACE
Block2	679.0	45.5	WHITESPACE
Block2	679.0	45.5	WHITESPACE
Block2	679.0	45.5	WHITESPACE
Block2	422.0	597.5	MAP
Block2	407.0	589.5	MAP
Block2	434.0	542.5	MAP
Block2	434.0	592.5	MAP
Block2	569.0	463.5	MAP
Block2	438.0	535.5	MAP
Block2	741.0	550.5	MAP
Block2	754.0	495.5	MAP
Block2	760.0	499.5	MAP
Block2	760.0	481.5	MAP
Block2	744.0	480.5	MAP
Block2	683.0	490.5	MAP
Block2	708.0	517.5	MAP
Block2	475.0	453.5	MAP
Block2	393.0	459.5	MAP
