Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	559.0	451.5	MAP
Block1	681.0	376.5	MAP
Block1	727.0	316.5	MAP
Block1	734.0	309.5	MAP
Block1	726.0	347.5	MAP
Block1	379.0	565.5	MAP
Block1	741.0	330.5	MAP
Block1	739.0	305.5	MAP
Block1	726.0	346.5	MAP
Block1	724.0	375.5	MAP
Block1	731.0	315.5	MAP
Block1	737.0	305.5	MAP
Block1	731.0	305.5	MAP
Block1	735.0	333.5	MAP
Block1	695.0	391.5	MAP
Block1	689.0	351.5	MAP
Block1	735.0	308.5	MAP
Block1	562.0	417.5	MAP
Block1	753.0	331.5	MAP
Block1	748.0	330.5	MAP
Block1	724.0	324.5	MAP
Block1	741.0	345.5	MAP
Block1	292.0	502.5	MAP
Block1	715.0	50.5	WHITESPACE
Block1	315.0	590.5	MAP
Block1	379.0	596.5	MAP
Block1	347.0	596.5	MAP
Block1	320.0	597.5	MAP
Block1	474.0	606.5	MAP
Block1	737.0	52.5	WHITESPACE
Block1	399.0	606.5	MAP
Block1	472.0	614.5	MAP
Block1	583.0	571.5	MAP
Block1	609.0	582.5	MAP
Block1	459.0	610.5	MAP
Block1	426.0	556.5	MAP
Block1	390.0	587.5	MAP
Block1	516.0	579.5	MAP
Block1	602.0	572.5	MAP
Block1	610.0	473.5	MAP
Block1	711.0	322.5	MAP
Block1	607.0	372.5	MAP
Block1	612.0	343.5	MAP
Block1	579.0	410.5	MAP
Block1	596.0	362.5	MAP
Block1	683.0	316.5	MAP
Block1	619.0	383.5	MAP
Block1	595.0	384.5	MAP
Block1	675.0	359.5	MAP
Block1	737.0	355.5	MAP
Block1	737.0	309.5	MAP
Block1	432.0	365.5	MAP
Block1	706.0	336.5	MAP
Block1	590.0	585.5	MAP
Block1	612.0	642.5	MAP
Block1	696.0	337.5	MAP
Block1	704.0	315.5	MAP
Block1	676.0	383.5	MAP
Block1	612.0	410.5	MAP
Block1	684.0	379.5	MAP
Block1	562.0	340.5	MAP
Block1	697.0	399.5	MAP
Block1	732.0	401.5	MAP
Block1	769.0	596.5	MAP
Block1	737.0	47.5	WHITESPACE
Block1	690.0	417.5	MAP
Block1	725.0	411.5	MAP
Block1	722.0	51.5	WHITESPACE
Block1	722.0	51.5	WHITESPACE
Block1	532.0	358.5	MAP
Block1	634.0	639.5	MAP
Block1	394.0	360.5	MAP
Block1	641.0	646.5	MAP
Block1	393.0	398.5	MAP
Block1	580.0	606.5	MAP
Block1	588.0	637.5	MAP
Block1	494.0	611.5	MAP
Block1	508.0	671.5	MAP
Block1	424.0	680.5	MAP
Block1	320.0	585.5	MAP
Block1	367.0	421.5	MAP
Block1	393.0	490.5	MAP
Block1	410.0	652.5	MAP
Block1	502.0	676.5	MAP
Block1	581.0	677.5	MAP
Block1	592.0	661.5	MAP
Block1	471.0	289.5	MAP
Block1	359.0	373.5	MAP
Block1	401.0	654.5	MAP
Block1	384.0	459.5	MAP
Block1	385.0	426.5	MAP
Block1	280.0	612.5	MAP
Block1	323.0	399.5	MAP
Block1	330.0	373.5	MAP
Block1	374.0	376.5	MAP
Block1	309.0	576.5	MAP
Block1	381.0	424.5	MAP
Block1	354.0	492.5	MAP
Block1	377.0	401.5	MAP
Block1	320.0	545.5	MAP
Block1	305.0	637.5	MAP
Block1	333.0	656.5	MAP
Block1	333.0	661.5	MAP
Block1	597.0	475.5	MAP
Block1	451.0	445.5	MAP
Block1	429.0	437.5	MAP
Block1	369.0	610.5	MAP
Block1	696.0	52.5	WHITESPACE
Block1	405.0	529.5	MAP
Block2	670.0	332.5	MAP
Block2	361.0	585.5	MAP
Block2	752.0	351.5	MAP
Block2	355.0	596.5	MAP
Block2	674.0	54.5	WHITESPACE
Block2	376.0	606.5	MAP
Block2	467.0	603.5	MAP
Block2	735.0	338.5	MAP
Block2	438.0	567.5	MAP
Block2	355.0	603.5	MAP
Block2	532.0	521.5	MAP
Block2	587.0	440.5	MAP
Block2	488.0	449.5	MAP
Block2	527.0	471.5	MAP
Block2	432.0	516.5	MAP
Block2	381.0	370.5	MAP
Block2	387.0	468.5	MAP
Block2	357.0	586.5	MAP
Block2	438.0	600.5	MAP
Block2	587.0	598.5	MAP
Block2	394.0	611.5	MAP
Block2	703.0	54.5	WHITESPACE
Block2	631.0	466.5	MAP
Block2	695.0	362.5	MAP
Block2	710.0	369.5	MAP
Block2	608.0	547.5	MAP
Block2	588.0	549.5	MAP
Block2	631.0	574.5	MAP
Block2	403.0	621.5	MAP
Block2	356.0	608.5	MAP
Block2	725.0	302.5	MAP
Block2	391.0	590.5	MAP
Block2	434.0	596.5	MAP
Block2	540.0	577.5	MAP
Block2	593.0	568.5	MAP
Block2	463.0	459.5	MAP
