Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	390.0	287.5	MAP
Block1	415.0	470.5	MAP
Block1	355.0	603.5	MAP
Block1	369.0	598.5	MAP
Block1	547.0	279.5	MAP
Block1	502.0	343.5	MAP
Block1	365.0	542.5	MAP
Block1	417.0	599.5	MAP
Block1	351.0	632.5	MAP
Block1	568.0	384.5	MAP
Block1	723.0	311.5	MAP
Block1	553.0	462.5	MAP
Block1	694.0	369.5	MAP
Block1	658.0	300.5	MAP
Block1	717.0	323.5	MAP
Block1	716.0	308.5	MAP
Block1	720.0	331.5	MAP
Block1	684.0	358.5	MAP
Block1	686.0	387.5	MAP
Block1	731.0	316.5	MAP
Block1	444.0	525.5	MAP
Block1	465.0	594.5	MAP
Block1	463.0	521.5	MAP
Block1	401.0	565.5	MAP
Block1	468.0	582.5	MAP
Block1	569.0	326.5	MAP
Block1	554.0	401.5	MAP
Block1	504.0	391.5	MAP
Block1	645.0	367.5	MAP
Block1	532.0	363.5	MAP
Block1	698.0	361.5	MAP
Block1	688.0	362.5	MAP
Block1	720.0	337.5	MAP
Block1	587.0	476.5	MAP
Block1	640.0	579.5	MAP
Block1	753.0	47.5	WHITESPACE
Block1	720.0	329.5	MAP
Block1	698.0	419.5	MAP
Block1	647.0	561.5	MAP
Block1	501.0	387.5	MAP
Block1	611.0	468.5	MAP
Block1	600.0	637.5	MAP
Block1	665.0	431.5	MAP
Block1	588.0	618.5	MAP
Block1	638.0	368.5	MAP
Block1	639.0	496.5	MAP
Block1	650.0	611.5	MAP
Block1	434.0	375.5	MAP
Block1	621.0	598.5	MAP
Block1	632.0	617.5	MAP
Block1	416.0	337.5	MAP
Block1	543.0	437.5	MAP
Block1	567.0	408.5	MAP
Block1	496.0	366.5	MAP
Block1	484.0	402.5	MAP
Block1	500.0	408.5	MAP
Block1	420.0	379.5	MAP
Block1	554.0	340.5	MAP
Block1	379.0	331.5	MAP
Block1	325.0	478.5	MAP
Block1	344.0	336.5	MAP
Block1	400.0	542.5	MAP
Block1	416.0	383.5	MAP
Block1	428.0	435.5	MAP
Block2	407.0	375.5	MAP
Block2	351.0	587.5	MAP
Block2	356.0	643.5	MAP
Block2	428.0	625.5	MAP
Block2	725.0	392.5	MAP
Block2	739.0	338.5	MAP
Block2	621.0	525.5	MAP
Block2	574.0	591.5	MAP
Block2	473.0	475.5	MAP
Block2	641.0	343.5	MAP
Block2	702.0	305.5	MAP
Block2	333.0	574.5	MAP
Block2	462.0	543.5	MAP
Block2	704.0	326.5	MAP
Block2	521.0	605.5	MAP
Block2	565.0	574.5	MAP
Block2	586.0	491.5	MAP
Block2	641.0	346.5	MAP
Block2	609.0	386.5	MAP
Block2	639.0	382.5	MAP
Block2	364.0	247.5	MAP
Block2	228.0	188.5	MAP
Block2	631.0	326.5	MAP
Block2	696.0	366.5	MAP
Block2	557.0	594.5	MAP
Block2	251.0	557.5	MAP
Block2	658.0	500.5	MAP
Block2	680.0	370.5	MAP
Block2	806.0	442.5	MAP
Block2	686.0	42.5	WHITESPACE
Block2	748.0	545.5	MAP
Block2	827.0	445.5	MAP
Block2	507.0	354.5	MAP
Block2	726.0	590.5	MAP
Block2	769.0	604.5	MAP
Block2	681.0	655.5	MAP
Block2	661.0	649.5	MAP
Block2	607.0	629.5	MAP
Block2	715.0	503.5	MAP
Block2	646.0	449.5	MAP
Block2	705.0	319.5	MAP
Block2	459.0	363.5	MAP
Block2	391.0	366.5	MAP
Block2	601.0	596.5	MAP
Block2	592.0	644.5	MAP
Block2	576.0	473.5	MAP
Block2	538.0	490.5	MAP
Block2	572.0	545.5	MAP
Block2	554.0	355.5	MAP
Block2	468.0	529.5	MAP
Block2	424.0	533.5	MAP
Block2	399.0	369.5	MAP
Block2	679.0	359.5	MAP
Block2	631.0	513.5	MAP
Block2	639.0	648.5	MAP
