Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	489.0	405.5	MAP
Block1	366.0	628.5	MAP
Block1	348.0	652.5	MAP
Block1	738.0	354.5	MAP
Block1	343.0	640.5	MAP
Block1	362.0	655.5	MAP
Block1	742.0	316.5	MAP
Block1	731.0	358.5	MAP
Block1	377.0	604.5	MAP
Block1	417.0	666.5	MAP
Block1	374.0	647.5	MAP
Block1	745.0	449.5	MAP
Block1	345.0	605.5	MAP
Block1	397.0	643.5	MAP
Block1	539.0	485.5	MAP
Block1	441.0	632.5	MAP
Block1	735.0	324.5	MAP
Block1	615.0	583.5	MAP
Block1	647.0	403.5	MAP
Block1	601.0	639.5	MAP
Block1	625.0	596.5	MAP
Block1	690.0	380.5	MAP
Block1	725.0	440.5	MAP
Block1	681.0	419.5	MAP
Block1	705.0	410.5	MAP
Block1	662.0	359.5	MAP
Block1	715.0	323.5	MAP
Block1	630.0	605.5	MAP
Block1	625.0	640.5	MAP
Block1	687.0	309.5	MAP
Block1	717.0	329.5	MAP
Block1	682.0	406.5	MAP
Block1	610.0	392.5	MAP
Block1	612.0	632.5	MAP
Block1	699.0	401.5	MAP
Block1	704.0	428.5	MAP
Block1	588.0	416.5	MAP
Block1	610.0	604.5	MAP
Block1	625.0	649.5	MAP
Block1	442.0	410.5	MAP
Block1	387.0	374.5	MAP
Block1	587.0	641.5	MAP
Block1	616.0	656.5	MAP
Block1	551.0	668.5	MAP
Block1	495.0	663.5	MAP
Block1	385.0	505.5	MAP
Block1	406.0	396.5	MAP
Block1	514.0	659.5	MAP
Block1	604.0	665.5	MAP
Block1	501.0	617.5	MAP
Block1	698.0	48.5	WHITESPACE
Block1	610.0	688.5	MAP
Block1	597.0	473.5	MAP
Block1	419.0	586.5	MAP
Block1	390.0	657.5	MAP
Block1	383.0	368.5	MAP
Block1	277.0	577.5	MAP
Block1	243.0	543.5	MAP
Block1	372.0	672.5	MAP
Block1	402.0	640.5	MAP
Block1	728.0	55.5	WHITESPACE
Block1	494.0	493.5	MAP
Block1	398.0	556.5	MAP
Block1	390.0	661.5	MAP
Block1	403.0	380.5	MAP
Block1	405.0	366.5	MAP
Block1	369.0	419.5	MAP
Block1	338.0	586.5	MAP
Block1	372.0	619.5	MAP
Block1	313.0	332.5	MAP
Block1	341.0	587.5	MAP
Block1	319.0	455.5	MAP
Block1	323.0	379.5	MAP
Block1	326.0	338.5	MAP
Block1	320.0	413.5	MAP
Block1	439.0	363.5	MAP
Block1	329.0	382.5	MAP
Block1	333.0	547.5	MAP
