Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	592.0	401.5	MAP
Block1	313.0	596.5	MAP
Block1	687.0	56.5	WHITESPACE
Block1	687.0	56.5	WHITESPACE
Block1	575.0	380.5	MAP
Block1	655.0	323.5	MAP
Block1	612.0	308.5	MAP
Block1	587.0	386.5	MAP
Block1	564.0	377.5	MAP
Block1	557.0	417.5	MAP
Block1	628.0	367.5	MAP
Block1	600.0	353.5	MAP
Block1	578.0	380.5	MAP
Block1	733.0	59.5	WHITESPACE
Block1	376.0	562.5	MAP
Block1	401.0	339.5	MAP
Block1	372.0	560.5	MAP
Block1	335.0	480.5	MAP
Block1	289.0	401.5	MAP
Block1	378.0	477.5	MAP
Block1	442.0	455.5	MAP
Block1	347.0	480.5	MAP
Block1	422.0	542.5	MAP
Block1	321.0	466.5	MAP
Block1	311.0	417.5	MAP
Block1	342.0	505.5	MAP
Block1	325.0	464.5	MAP
Block1	322.0	531.5	MAP
Block1	445.0	606.5	MAP
Block1	415.0	611.5	MAP
Block1	637.0	507.5	MAP
Block1	601.0	620.5	MAP
Block1	492.0	648.5	MAP
Block1	397.0	617.5	MAP
Block1	525.0	665.5	MAP
Block1	670.0	60.5	WHITESPACE
Block1	732.0	51.5	WHITESPACE
Block1	691.0	37.5	WHITESPACE
Block1	764.0	548.5	MAP
Block1	705.0	55.5	WHITESPACE
Block1	705.0	55.5	WHITESPACE
Block1	705.0	55.5	WHITESPACE
Block1	705.0	55.5	WHITESPACE
Block1	652.0	37.5	WHITESPACE
Block1	652.0	37.5	WHITESPACE
Block1	688.0	439.5	MAP
Block1	682.0	56.5	WHITESPACE
Block1	734.0	42.5	WHITESPACE
Block1	467.0	358.5	MAP
Block1	489.0	286.5	MAP
Block1	465.0	341.5	MAP
Block1	478.0	312.5	MAP
Block1	487.0	326.5	MAP
Block1	564.0	358.5	MAP
Block1	639.0	339.5	MAP
Block1	626.0	293.5	MAP
Block1	462.0	314.5	MAP
Block1	463.0	361.5	MAP
Block1	491.0	300.5	MAP
Block1	484.0	319.5	MAP
Block1	304.0	558.5	MAP
Block1	300.0	430.5	MAP
Block1	294.0	363.5	MAP
Block1	560.0	426.5	MAP
Block1	612.0	431.5	MAP
Block1	472.0	358.5	MAP
Block1	467.0	293.5	MAP
Block1	683.0	38.5	WHITESPACE
Block1	436.0	325.5	MAP
Block1	578.0	489.5	MAP
Block1	690.0	44.5	WHITESPACE
Block1	690.0	44.5	WHITESPACE
Block1	532.0	288.5	MAP
Block1	484.0	398.5	MAP
Block1	444.0	451.5	MAP
Block1	371.0	172.5	MAP
Block1	691.0	54.5	WHITESPACE
Block1	691.0	54.5	WHITESPACE
Block1	691.0	54.5	WHITESPACE
Block1	691.0	54.5	WHITESPACE
Block1	691.0	54.5	WHITESPACE
Block1	261.0	96.5	MAP
Block1	676.0	55.5	WHITESPACE
Block1	423.0	213.5	MAP
Block1	568.0	488.5	MAP
Block1	715.0	51.5	WHITESPACE
Block1	715.0	51.5	WHITESPACE
Block1	715.0	51.5	WHITESPACE
Block1	715.0	51.5	WHITESPACE
Block1	699.0	54.5	WHITESPACE
Block1	699.0	54.5	WHITESPACE
Block1	633.0	397.5	MAP
Block1	618.0	576.5	MAP
Block1	633.0	630.5	MAP
Block1	249.0	485.5	MAP
Block1	254.0	402.5	MAP
Block1	336.0	637.5	MAP
Block1	364.0	662.5	MAP
Block1	321.0	642.5	MAP
Block1	296.0	676.5	MAP
Block1	150.0	699.5	MAP
Block1	718.0	51.5	WHITESPACE
Block1	718.0	51.5	WHITESPACE
Block1	718.0	51.5	WHITESPACE
Block1	718.0	51.5	WHITESPACE
Block1	362.0	655.5	MAP
Block1	742.0	37.5	WHITESPACE
Block1	742.0	180.5	MAP
Block1	432.0	517.5	MAP
Block1	334.0	639.5	MAP
Block1	299.0	705.5	MAP
Block1	673.0	42.5	WHITESPACE
Block1	463.0	389.5	MAP
Block1	587.0	233.5	MAP
Block1	769.0	186.5	MAP
Block1	478.0	518.5	MAP
Block1	449.0	596.5	MAP
Block1	600.0	665.5	MAP
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	753.0	45.5	WHITESPACE
Block1	532.0	622.5	MAP
Block1	422.0	548.5	MAP
Block1	701.0	45.5	WHITESPACE
Block1	410.0	476.5	MAP
Block1	406.0	522.5	MAP
Block1	450.0	538.5	MAP
Block1	439.0	539.5	MAP
Block1	733.0	41.5	WHITESPACE
Block1	277.0	287.5	MAP
Block1	754.0	48.5	WHITESPACE
Block1	164.0	262.5	MAP
Block1	266.0	435.5	MAP
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	688.0	52.5	WHITESPACE
Block1	677.0	47.5	WHITESPACE
Block1	677.0	47.5	WHITESPACE
Block1	677.0	47.5	WHITESPACE
Block2	384.0	221.5	MAP
Block2	643.0	41.5	WHITESPACE
Block2	643.0	41.5	WHITESPACE
