Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	309.0	396.5	MAP
Block1	449.0	572.5	MAP
Block1	693.0	333.5	MAP
Block1	720.0	348.5	MAP
Block1	742.0	324.5	MAP
Block1	455.0	473.5	MAP
Block1	710.0	405.5	MAP
Block1	739.0	329.5	MAP
Block1	713.0	326.5	MAP
Block1	725.0	297.5	MAP
Block1	463.0	377.5	MAP
Block1	660.0	286.5	MAP
Block1	742.0	319.5	MAP
Block1	731.0	262.5	MAP
Block1	727.0	305.5	MAP
Block1	655.0	330.5	MAP
Block1	730.0	329.5	MAP
Block1	460.0	390.5	MAP
Block1	227.0	518.5	MAP
Block1	227.0	457.5	MAP
Block1	337.0	451.5	MAP
Block1	468.0	338.5	MAP
Block1	322.0	291.5	MAP
Block1	426.0	304.5	MAP
Block1	554.0	309.5	MAP
Block1	399.0	287.5	MAP
Block1	413.0	317.5	MAP
Block1	682.0	334.5	MAP
Block1	575.0	300.5	MAP
Block1	658.0	322.5	MAP
Block1	716.0	336.5	MAP
Block1	631.0	642.5	MAP
Block1	712.0	361.5	MAP
Block1	730.0	326.5	MAP
Block1	739.0	383.5	MAP
Block1	607.0	394.5	MAP
Block1	653.0	424.5	MAP
Block1	701.0	363.5	MAP
Block1	597.0	462.5	MAP
Block1	612.0	493.5	MAP
Block1	595.0	383.5	MAP
Block1	535.0	376.5	MAP
Block1	614.0	218.5	MAP
Block1	533.0	300.5	MAP
Block1	510.0	386.5	MAP
Block1	529.0	282.5	MAP
Block1	523.0	382.5	MAP
Block1	479.0	345.5	MAP
Block1	487.0	439.5	MAP
Block1	487.0	567.5	MAP
Block1	508.0	665.5	MAP
Block1	466.0	459.5	MAP
Block1	491.0	632.5	MAP
Block1	571.0	654.5	MAP
Block1	587.0	618.5	MAP
Block1	543.0	504.5	MAP
Block1	550.0	630.5	MAP
Block1	428.0	601.5	MAP
Block1	427.0	592.5	MAP
Block1	381.0	604.5	MAP
Block1	443.0	603.5	MAP
Block1	410.0	550.5	MAP
Block1	431.0	688.5	MAP
Block1	403.0	577.5	MAP
Block1	372.0	608.5	MAP
Block1	722.0	549.5	MAP
Block1	482.0	542.5	MAP
Block1	730.0	510.5	MAP
Block1	638.0	543.5	MAP
Block1	463.0	705.5	MAP
Block1	481.0	659.5	MAP
Block1	658.0	54.5	WHITESPACE
Block1	658.0	54.5	WHITESPACE
Block1	403.0	666.5	MAP
Block1	367.0	477.5	MAP
Block1	680.0	52.5	WHITESPACE
Block1	479.0	493.5	MAP
Block1	383.0	350.5	MAP
Block1	607.0	649.5	MAP
Block1	621.0	686.5	MAP
Block1	654.0	403.5	MAP
Block1	573.0	449.5	MAP
Block1	636.0	680.5	MAP
Block1	699.0	632.5	MAP
Block1	760.0	425.5	MAP
Block1	625.0	614.5	MAP
Block1	569.0	460.5	MAP
Block1	522.0	687.5	MAP
Block1	442.0	516.5	MAP
Block1	618.0	512.5	MAP
Block1	711.0	47.5	WHITESPACE
Block1	367.0	506.5	MAP
Block1	386.0	370.5	MAP
Block1	602.0	449.5	MAP
Block1	379.0	549.5	MAP
Block1	381.0	386.5	MAP
Block1	386.0	438.5	MAP
Block1	386.0	347.5	MAP
Block1	358.0	260.5	MAP
Block1	422.0	482.5	MAP
Block1	334.0	368.5	MAP
Block1	313.0	338.5	MAP
Block1	343.0	633.5	MAP
Block1	517.0	455.5	MAP
Block1	293.0	589.5	MAP
Block1	327.0	662.5	MAP
Block2	419.0	649.5	MAP
Block2	702.0	48.5	WHITESPACE
Block2	432.0	626.5	MAP
Block2	536.0	452.5	MAP
Block2	486.0	471.5	MAP
Block2	492.0	409.5	MAP
Block2	581.0	387.5	MAP
Block2	582.0	426.5	MAP
Block2	670.0	291.5	MAP
Block2	726.0	327.5	MAP
Block2	491.0	379.5	MAP
Block2	718.0	337.5	MAP
Block2	658.0	604.5	MAP
Block2	624.0	641.5	MAP
Block2	523.0	416.5	MAP
Block2	697.0	628.5	MAP
Block2	751.0	606.5	MAP
Block2	617.0	672.5	MAP
Block2	636.0	424.5	MAP
Block2	482.0	542.5	MAP
Block2	478.0	593.5	MAP
Block2	437.0	420.5	MAP
Block2	410.0	565.5	MAP
Block2	462.0	455.5	MAP
Block2	351.0	666.5	MAP
Block2	308.0	628.5	MAP
Block3	480.0	427.5	MAP
Block3	501.0	477.5	MAP
Block3	533.0	388.5	MAP
Block4	658.0	332.5	MAP
Block4	290.0	513.5	MAP
Block4	242.0	470.5	MAP
Block4	278.0	280.5	MAP
Block4	358.0	398.5	MAP
Block4	420.0	423.5	MAP
Block4	347.0	477.5	MAP
Block4	402.0	495.5	MAP
Block4	456.0	480.5	MAP
Block4	547.0	503.5	MAP
Block4	638.0	377.5	MAP
Block4	424.0	365.5	MAP
Block4	407.0	360.5	MAP
Block4	342.0	415.5	MAP
Block4	514.0	461.5	MAP
Block4	403.0	562.5	MAP
Block4	487.0	542.5	MAP
Block4	484.0	517.5	MAP
Block4	514.0	353.5	MAP
Block4	592.0	402.5	MAP
Block4	624.0	380.5	MAP
Block4	489.0	383.5	MAP
Block4	441.0	485.5	MAP
Block4	406.0	514.5	MAP
