Stimulus	Visual Intake Position X [px]	Visual Intake Position Y [px]	AOI Name
Block1	603.0	348.5	MAP
Block1	399.0	563.5	MAP
Block1	672.0	381.5	MAP
Block1	387.0	649.5	MAP
Block1	691.0	351.5	MAP
Block1	739.0	344.5	MAP
Block1	354.0	694.5	MAP
Block1	745.0	339.5	MAP
Block1	246.0	699.5	MAP
Block1	452.0	451.5	MAP
Block1	686.0	463.5	MAP
Block1	604.0	613.5	MAP
Block1	643.0	434.5	MAP
Block1	665.0	419.5	MAP
Block1	726.0	370.5	MAP
Block1	595.0	594.5	MAP
Block1	608.0	672.5	MAP
Block1	667.0	416.5	MAP
Block1	601.0	592.5	MAP
Block1	551.0	430.5	MAP
Block1	610.0	623.5	MAP
Block1	674.0	381.5	MAP
Block1	587.0	325.5	MAP
Block1	628.0	305.5	MAP
Block1	710.0	345.5	MAP
Block1	719.0	333.5	MAP
Block1	629.0	324.5	MAP
Block1	758.0	444.5	MAP
Block1	716.0	381.5	MAP
Block1	712.0	312.5	MAP
Block1	618.0	669.5	MAP
Block1	623.0	452.5	MAP
Block1	625.0	452.5	MAP
Block1	467.0	329.5	MAP
Block1	605.0	691.5	MAP
Block1	734.0	417.5	MAP
Block1	424.0	392.5	MAP
Block1	704.0	50.5	WHITESPACE
Block1	704.0	50.5	WHITESPACE
Block1	604.0	420.5	MAP
Block1	424.0	405.5	MAP
Block1	605.0	435.5	MAP
Block1	513.0	424.5	MAP
Block1	518.0	423.5	MAP
Block1	603.0	555.5	MAP
Block1	588.0	408.5	MAP
Block1	609.0	454.5	MAP
Block1	413.0	416.5	MAP
Block1	532.0	447.5	MAP
Block1	464.0	409.5	MAP
Block1	475.0	353.5	MAP
Block1	474.0	351.5	MAP
Block1	478.0	381.5	MAP
Block1	488.0	373.5	MAP
Block1	471.0	644.5	MAP
Block1	618.0	554.5	MAP
Block1	417.0	413.5	MAP
Block1	484.0	452.5	MAP
Block1	611.0	392.5	MAP
Block1	724.0	55.5	WHITESPACE
Block1	369.0	690.5	MAP
Block1	412.0	671.5	MAP
Block1	421.0	649.5	MAP
Block1	424.0	636.5	MAP
Block1	423.0	389.5	MAP
Block1	329.0	664.5	MAP
Block1	222.0	685.5	MAP
Block1	343.0	682.5	MAP
Block1	221.0	664.5	MAP
Block1	349.0	678.5	MAP
Block1	705.0	48.5	WHITESPACE
Block1	705.0	48.5	WHITESPACE
Block2	689.0	70.5	WHITESPACE
Block2	715.0	369.5	MAP
Block2	751.0	310.5	MAP
Block2	713.0	47.5	WHITESPACE
Block2	661.0	45.5	WHITESPACE
Block2	705.0	411.5	MAP
Block2	731.0	372.5	MAP
